id,app,field,agent_value,evidence_url,human_value
71,Notion,category,"""Productivity and Project Management""",https://developers.notion.com/reference/authentication,
71,Notion,auth_methods,"[""OAuth2"", ""Bearer token""]",https://developers.notion.com/reference/authentication,
71,Notion,access,"""self-serve""",https://developers.notion.com/reference/authentication,
71,Notion,api_types,"[""REST"", ""SDK"", ""webhook""]",https://developers.notion.com/reference/authentication,
71,Notion,api_breadth,"""broad""",https://developers.notion.com/reference/authentication,
71,Notion,mcp,"""none""",https://developers.notion.com/reference/authentication,
71,Notion,main_blocker,"""""",https://developers.notion.com/reference/authentication,
81,Stripe,category,"""Finance and Fintech""",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
81,Stripe,auth_methods,"[""API key"", ""Basic"", ""Bearer token""]",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
81,Stripe,access,"""self-serve""",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
81,Stripe,api_types,"[""REST"", ""SDK""]",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
81,Stripe,api_breadth,"""broad""",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
81,Stripe,mcp,"""none""",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
81,Stripe,main_blocker,"""""",https://docs.stripe.com/api/authentication?api-version=2026-04-22.dahlia,
91,NotebookLM,category,"""AI, Research and Media-native""",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,auth_methods,"[""OAuth2"", ""Bearer token""]",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,access,"""paid-plan""",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,api_types,"[""REST""]",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,api_breadth,"""limited""",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,mcp,"""none""",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
91,NotebookLM,main_blocker,"""Requires enterprise Google Cloud setup and licensing rather than self-serve consumer API keys.""",https://docs.cloud.google.com/gemini/enterprise/notebooklm-enterprise/docs/api-notebooks,
2,HubSpot,category,"""CRM and Sales""",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
2,HubSpot,auth_methods,"[""OAuth2"", ""Bearer token"", ""API key""]",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
2,HubSpot,access,"""self-serve""",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
2,HubSpot,api_types,"[""REST"", ""webhook"", ""SDK""]",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
2,HubSpot,api_breadth,"""broad""",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
2,HubSpot,mcp,"""none""",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
2,HubSpot,main_blocker,"""""",https://developers.hubspot.com/docs/apps/developer-platform/build-apps/authentication/overview,
3,Pipedrive,category,"""CRM and Sales""",https://pipedrive.readme.io/docs/getting-started,
3,Pipedrive,auth_methods,"[""API key"", ""OAuth2"", ""Bearer token""]",https://pipedrive.readme.io/docs/getting-started,
3,Pipedrive,access,"""self-serve""",https://pipedrive.readme.io/docs/getting-started,
3,Pipedrive,api_types,"[""REST"", ""webhook""]",https://pipedrive.readme.io/docs/getting-started,
3,Pipedrive,api_breadth,"""broad""",https://pipedrive.readme.io/docs/getting-started,
3,Pipedrive,mcp,"""none""",https://pipedrive.readme.io/docs/getting-started,
3,Pipedrive,main_blocker,"""""",https://pipedrive.readme.io/docs/getting-started,
4,Attio,category,"""CRM and Sales""",https://docs.attio.com/rest-api/guides/authentication,
4,Attio,auth_methods,"[""OAuth2"", ""API key"", ""Bearer token""]",https://docs.attio.com/rest-api/guides/authentication,
4,Attio,access,"""self-serve""",https://docs.attio.com/rest-api/guides/authentication,
4,Attio,api_types,"[""REST""]",https://docs.attio.com/rest-api/guides/authentication,
4,Attio,api_breadth,"""moderate""",https://docs.attio.com/rest-api/guides/authentication,
4,Attio,mcp,"""none""",https://docs.attio.com/rest-api/guides/authentication,
4,Attio,main_blocker,"""""",https://docs.attio.com/rest-api/guides/authentication,
5,Twenty,category,"""CRM and Sales""",https://docs.twenty.com/developers/extend/api,
5,Twenty,auth_methods,"[""Bearer token"", ""OAuth2""]",https://docs.twenty.com/developers/extend/api,
5,Twenty,access,"""self-serve""",https://docs.twenty.com/developers/extend/api,
5,Twenty,api_types,"[""REST"", ""GraphQL"", ""webhook""]",https://docs.twenty.com/developers/extend/api,
5,Twenty,api_breadth,"""broad""",https://docs.twenty.com/developers/extend/api,
5,Twenty,mcp,"""none""",https://docs.twenty.com/developers/extend/api,
5,Twenty,main_blocker,"""""",https://docs.twenty.com/developers/extend/api,
6,Podio,category,"""CRM and Sales""",https://developers.podio.com/authentication,
6,Podio,auth_methods,"[""OAuth2""]",https://developers.podio.com/authentication,
6,Podio,access,"""self-serve""",https://developers.podio.com/authentication,
6,Podio,api_types,"[""REST"", ""SDK""]",https://developers.podio.com/authentication,
6,Podio,api_breadth,"""moderate""",https://developers.podio.com/authentication,
6,Podio,mcp,"""none""",https://developers.podio.com/authentication,
6,Podio,main_blocker,"""""",https://developers.podio.com/authentication,
7,Zoho CRM,category,"""CRM and Sales""",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
7,Zoho CRM,auth_methods,"[""OAuth2""]",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
7,Zoho CRM,access,"""self-serve""",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
7,Zoho CRM,api_types,"[""REST"", ""SDK""]",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
7,Zoho CRM,api_breadth,"""broad""",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
7,Zoho CRM,mcp,"""none""",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
7,Zoho CRM,main_blocker,"""""",https://www.zoho.com/crm/developer/docs/api/v8/access-refresh.html,
8,Close,category,"""CRM and Sales""",https://developer.close.com/topics/authentication,
8,Close,auth_methods,"[""API key"", ""OAuth2"", ""Basic""]",https://developer.close.com/topics/authentication,
8,Close,access,"""self-serve""",https://developer.close.com/topics/authentication,
8,Close,api_types,"[""REST"", ""webhook""]",https://developer.close.com/topics/authentication,
8,Close,api_breadth,"""broad""",https://developer.close.com/topics/authentication,
8,Close,mcp,"""official""",https://developer.close.com/topics/authentication,
8,Close,main_blocker,"""""",https://developer.close.com/topics/authentication,
9,Copper,category,"""CRM and Sales""",https://developer.copper.com/introduction/authentication.html,
9,Copper,auth_methods,"[""API key"", ""OAuth2"", ""Bearer token""]",https://developer.copper.com/introduction/authentication.html,
9,Copper,access,"""self-serve""",https://developer.copper.com/introduction/authentication.html,
9,Copper,api_types,"[""REST"", ""webhook""]",https://developer.copper.com/introduction/authentication.html,
9,Copper,api_breadth,"""moderate""",https://developer.copper.com/introduction/authentication.html,
9,Copper,mcp,"""none""",https://developer.copper.com/introduction/authentication.html,
9,Copper,main_blocker,"""""",https://developer.copper.com/introduction/authentication.html,
10,DealCloud,category,"""CRM and Sales""",https://api.docs.dealcloud.com/docs/token,
10,DealCloud,auth_methods,"[""OAuth2""]",https://api.docs.dealcloud.com/docs/token,
10,DealCloud,access,"""contact-sales""",https://api.docs.dealcloud.com/docs/token,
10,DealCloud,api_types,"[""REST"", ""SDK""]",https://api.docs.dealcloud.com/docs/token,
10,DealCloud,api_breadth,"""moderate""",https://api.docs.dealcloud.com/docs/token,
10,DealCloud,mcp,"""none""",https://api.docs.dealcloud.com/docs/token,
10,DealCloud,main_blocker,"""Requires enterprise DealCloud subscription credentials (site URL, client ID, client secret) with no self-serve free developer sandbox signup.""",https://api.docs.dealcloud.com/docs/token,
12,Intercom,category,"""Support and Helpdesk""",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
12,Intercom,auth_methods,"[""OAuth2"", ""Bearer token""]",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
12,Intercom,access,"""self-serve""",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
12,Intercom,api_types,"[""REST"", ""SDK""]",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
12,Intercom,api_breadth,"""broad""",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
12,Intercom,mcp,"""none""",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
12,Intercom,main_blocker,"""""",https://developers.intercom.com/docs/build-an-integration/learn-more/authentication,
13,Freshdesk,category,"""Support and Helpdesk""",https://developers.freshdesk.com/api/,
13,Freshdesk,auth_methods,"[""Basic"", ""API key""]",https://developers.freshdesk.com/api/,
13,Freshdesk,access,"""self-serve""",https://developers.freshdesk.com/api/,
13,Freshdesk,api_types,"[""REST"", ""SDK"", ""webhook""]",https://developers.freshdesk.com/api/,
13,Freshdesk,api_breadth,"""broad""",https://developers.freshdesk.com/api/,
13,Freshdesk,mcp,"""none""",https://developers.freshdesk.com/api/,
13,Freshdesk,main_blocker,"""""",https://developers.freshdesk.com/api/,
14,Front,category,"""Support and Helpdesk""",https://dev.frontapp.com/docs/authentication,
14,Front,auth_methods,"[""Bearer token"", ""OAuth2""]",https://dev.frontapp.com/docs/authentication,
14,Front,access,"""self-serve""",https://dev.frontapp.com/docs/authentication,
14,Front,api_types,"[""REST"", ""webhook""]",https://dev.frontapp.com/docs/authentication,
14,Front,api_breadth,"""broad""",https://dev.frontapp.com/docs/authentication,
14,Front,mcp,"""official""",https://dev.frontapp.com/docs/authentication,
14,Front,main_blocker,"""""",https://dev.frontapp.com/docs/authentication,
15,Pylon,category,"""Support and Helpdesk""",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
15,Pylon,auth_methods,"[""Bearer token""]",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
15,Pylon,access,"""unclear""",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
15,Pylon,api_types,"[""REST""]",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
15,Pylon,api_breadth,"""moderate""",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
15,Pylon,mcp,"""none""",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
15,Pylon,main_blocker,"""API tokens are generated via the Pylon dashboard, but the exact self-serve versus paid-plan requirements are unstated in the provided text.""",https://docs.usepylon.com/pylon-docs/developer/api/authentication,
16,LiveAgent,category,"""Support and Helpdesk""",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
16,LiveAgent,auth_methods,"[""API key""]",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
16,LiveAgent,access,"""self-serve""",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
16,LiveAgent,api_types,"[""REST"", ""SDK""]",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
16,LiveAgent,api_breadth,"""broad""",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
16,LiveAgent,mcp,"""none""",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
16,LiveAgent,main_blocker,"""""",https://faq.liveagent.com/535002-LiveAgent-API-v1-vs-v3-Authentication-Differences-API-Key-Management-and-Resolving-403-Errors,
17,Plain,category,"""Support and Helpdesk""",https://www.plain.com/docs/graphql/authentication,
17,Plain,auth_methods,"[""Bearer token"", ""OAuth2""]",https://www.plain.com/docs/graphql/authentication,
17,Plain,access,"""self-serve""",https://www.plain.com/docs/graphql/authentication,
17,Plain,api_types,"[""GraphQL"", ""webhook"", ""SDK""]",https://www.plain.com/docs/graphql/authentication,
17,Plain,api_breadth,"""broad""",https://www.plain.com/docs/graphql/authentication,
17,Plain,mcp,"""none""",https://www.plain.com/docs/graphql/authentication,
17,Plain,main_blocker,"""""",https://www.plain.com/docs/graphql/authentication,
18,Help Scout,category,"""Support and Helpdesk""",https://developer.helpscout.com/mailbox-api/overview/authentication/,
18,Help Scout,auth_methods,"[""OAuth2"", ""Basic""]",https://developer.helpscout.com/mailbox-api/overview/authentication/,
18,Help Scout,access,"""self-serve""",https://developer.helpscout.com/mailbox-api/overview/authentication/,
18,Help Scout,api_types,"[""REST"", ""SDK""]",https://developer.helpscout.com/mailbox-api/overview/authentication/,
18,Help Scout,api_breadth,"""broad""",https://developer.helpscout.com/mailbox-api/overview/authentication/,
18,Help Scout,mcp,"""none""",https://developer.helpscout.com/mailbox-api/overview/authentication/,
18,Help Scout,main_blocker,"""""",https://developer.helpscout.com/mailbox-api/overview/authentication/,
19,Gorgias,category,"""Support and Helpdesk""",https://developers.gorgias.com/reference/authentication,
19,Gorgias,auth_methods,"[""API key"", ""OAuth2"", ""Basic"", ""Bearer token""]",https://developers.gorgias.com/reference/authentication,
19,Gorgias,access,"""paid-plan""",https://developers.gorgias.com/reference/authentication,
19,Gorgias,api_types,"[""REST""]",https://developers.gorgias.com/reference/authentication,
19,Gorgias,api_breadth,"""moderate""",https://developers.gorgias.com/reference/authentication,
19,Gorgias,mcp,"""none""",https://developers.gorgias.com/reference/authentication,
19,Gorgias,main_blocker,"""Requires a Gorgias subscription; API keys and credentials are generated from within a Gorgias account interface.""",https://developers.gorgias.com/reference/authentication,
20,Gladly,category,"""Support and Helpdesk""",https://developer.gladly.com/rest/index.html,
20,Gladly,auth_methods,"[""Basic""]",https://developer.gladly.com/rest/index.html,
20,Gladly,access,"""unclear""",https://developer.gladly.com/rest/index.html,
20,Gladly,api_types,"[""REST"", ""webhook""]",https://developer.gladly.com/rest/index.html,
20,Gladly,api_breadth,"""moderate""",https://developer.gladly.com/rest/index.html,
20,Gladly,mcp,"""none""",https://developer.gladly.com/rest/index.html,
20,Gladly,main_blocker,"""Requires a Gladly administrator to enable API permissions and generate an API token for a user account within an existing organization instance.""",https://developer.gladly.com/rest/index.html,
22,Twilio,category,"""Communications and Messaging""",https://www.twilio.com/docs/iam/api,
22,Twilio,auth_methods,"[""Basic""]",https://www.twilio.com/docs/iam/api,
22,Twilio,access,"""self-serve""",https://www.twilio.com/docs/iam/api,
22,Twilio,api_types,"[""REST""]",https://www.twilio.com/docs/iam/api,
22,Twilio,api_breadth,"""broad""",https://www.twilio.com/docs/iam/api,
22,Twilio,mcp,"""none""",https://www.twilio.com/docs/iam/api,
22,Twilio,main_blocker,"""""",https://www.twilio.com/docs/iam/api,
23,Zoho Cliq,category,"""Communications and Messaging""",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
23,Zoho Cliq,auth_methods,"[""OAuth2""]",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
23,Zoho Cliq,access,"""self-serve""",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
23,Zoho Cliq,api_types,"[""REST"", ""webhook""]",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
23,Zoho Cliq,api_breadth,"""broad""",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
23,Zoho Cliq,mcp,"""none""",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
23,Zoho Cliq,main_blocker,"""""",https://www.zoho.com/cliq/help/restapi/v3/introduction/,
